,Born,Died,Occupation,Parent(s),name,Citizenship,Spouse(s),Institution,Field,School ortradition,Alma mater,Doctoraladvisor,Doctoralstudents,Influences,Awards,Nationality,Contributions,Known for,Preceded by,Alma mater,Profession,Website,Institutions,Fields,Notable work,Thesis,Prime Minister,Succeeded by,Political party,Other politicalaffiliations,Signature,Doctoral advisor,Doctoral students,Deputy,Secretary-General,Children,Education,Venerated in,Canonized,Major shrine,Feast,Attributes,Patronage,President,Era,Region,School,Notable students,Main interests,Notable ideas,Genre,Notable works,Notable awards,Spouse,Employer,Net worth,Relations,Nickname(s),Serving with,Constituency,Influenced,Premier,Other notable students,Governor,Resting place,Title,Successor,Nominated by,Majority,Parents,Known for,Appointed by,Date of birth,Place of birth,Knessets,2006–2015,2009–2011,Monarch,Governor General,Leader,Relatives,Disappeared,Status,Chair,Tradition or movement,Academic advisors,Residence,Allegiance,Service/branch,Years of service,Rank,Unit,Academicadvisors,Vice Chancellor,Bundestag Leader,Chancellor,Branch/service,Battles/wars,Other academic advisors,Discipline,School or tradition,Director,Origin,Genres,Occupation(s),Years active,Labels,Associated acts,Authority control ,Other names,First Deputy,Other notable students,Years active,GovernorGeneral,Sub-discipline,Family,Cause of death,Cause of death,Vice Premier,Cabinet,Religion,Denomination,Jurisprudence,Creed,Main interest(s),Notable idea(s),Vice President,Mother,Father,Predecessor,Board member of,Partner(s),House Speaker,Net worth,Pen name,Charges,Alias,Height,Weight,Added,Removed,Number,Motto,Formation,Founder,Type,Location,Revenue .mw-parser-output .nobold{font-weight:normal}(2018) ,Expenses (2018),Lieutenant Governor,Subject,First Mayor,Domestic partner,Hangul,Revised Romanization,McCune–Reischauer,Movement,Affiliation,Committees,General Manager,Church,Diocese,Appointed,In office,Consecration,Buried
751," (1943-11-07) November 7, 1943 (age 76) [1]Montclair, New Jersey, USA",,,,Michael_Spence,,,Harvard UniversityStanford UniversitySDA Bocconi School of ManagementNew York University,"Microeconomics, labor economics",,"Harvard University, (Ph.D.)University of Oxford, (B.A.)Princeton University, (B.A.)",Kenneth Arrow[2]Thomas Schelling[2],,Richard Zeckhauser,John Bates Clark Medal (1981)Nobel Memorial Prize in Economics (2001),United States,Signaling theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752," (1958-12-24) December 24, 1958 (age 61)Ann Arbor, Michigan, U.S.",,,,Gene_Sperling,,Allison Abner,,,,,,,,,,,,Laura Tyson,,,,,,,,,Larry Lindsey,Democratic,,,,,,,2,"University of Minnesota, Twin Cities (BA)Yale University (JD)University of Pennsylvania",,,,,,,Bill Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,"(1898-08-05)5 August 1898Turin, Italy","3 September 1983(1983-09-03) (aged 85)Cambridge, England, United Kingdom",,,Piero_Sraffa,,,,Political economy,Neo-Ricardian school,London School of Economics,,,David RicardoLuigi Einaudi,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754, (1948-02-09) 9 February 1948 (age 72),,,,Guy_Standing_(economist),,,"Basic Income Earth Network (BIEN)and School of Oriental and African Studies, University of London",Unconditional basic income and deliberative democracy,,University of Cambridge (PhD)University of Illinois (MA)University of Sussex (BA),,,,Fellow of the Academy of Social Sciences (FAcSS),British,Theory of the precariat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,,,,Richard_H._Steckel,,,Ohio State UniversityNational Bureau of Economic Research,Economics,,"Oberlin College (A.B., 1966)University of Oklahoma (M.A., 1970)University of Chicago (M.A., 1973; Ph.D., 1977)[1]",Robert Fogel,,,,,Economic history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,"(1916-08-27)August 27, 1916Detroit, Michigan, U.S.","September 8, 1999(1999-09-08) (aged 83)Washington, D.C., U.S.",,,Herbert_Stein,,,,Economic policyMacroeconomics,Chicago school of economics,,,,Milton Friedman,,,,,Paul McCracken,,,,,,,,,Alan Greenspan,Republican,,,,,,,,"Williams College (BA)University of Chicago (MA, PhD)",,,,,,,Richard NixonGerald Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,"Jeremy Chaim Stein (1960-10-17) October 17, 1960 (age 59)Chicago, Illinois, U.S.",,,,Jeremy_C._Stein,,,,,,,Oliver Hart[1],,,,,,,Kevin Warsh,,,,,,,,,Randal Quarles,Democratic,,,,,,,3,"Princeton University (A.B.)Massachusetts Institute of Technology (M.A., Ph.D.)",,,,,,,Barack Obama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elias M. Stein (father),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758, (1946-04-22) 22 April 1946 (age 74)[1]Hammersmith,,,,Nicholas_Stern,,,,,,,,,,"
Fellow of the British Academy (1993)
Blue Planet Prize (2009)[2]
Fellow of the Royal Society (2014)[2]
Companion of Honour (2017)
",United Kingdom,,Stern review (2006),Joseph Stiglitz,"
Peterhouse, Cambridge
Nuffield College, Oxford
",,lse.ac.uk/GranthamInstitute/profile/nicholas-stern/,"
University of Oxford
University of Warwick
London School of Economics
Collège de France
British Academy
",,,Location and the rate of development. A study in the theory of optimum planning (1971),,François Bourguignon,Crossbench,,,James Mirrlees[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,"(1911-01-17)January 17, 1911Seattle, Washington, U.S.","December 1, 1991(1991-12-01) (aged 80)Chicago, Illinois, U.S.",,,George_Stigler,,,Columbia UniversityBrown UniversityUniversity of ChicagoIowa State University,Economics,Chicago School of Economics,,Frank Knight,Jacob MincerThomas Sowell,"Jacob Viner, Henry Simons, Milton Friedman",Nobel Memorial Prize in Economic Sciences (1982)National Medal of Science (1987),United States,Capture theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,"Joseph Eugene Stiglitz (1943-02-09) February 9, 1943 (age 77)Gary, Indiana, U.S.",,,,Joseph_E._Stiglitz,,Jane Hannaway (Divorced)Anya Schiffrin (2004–present),,"Macroeconomics, public economics, information economics",Neo-Keynesian economics,,Robert Solow[1],Katrin Eggenberger,"John Maynard Keynes, Robert Solow, James Mirrlees, Henry George",,,"
Screening
Taxation
Unemployment
Market failure
Information asymmetry
Economic inequality
",,Laura Tyson,,,,,,,,,Janet Yellen,Democratic,,,,,,,,"Amherst College (BA)Massachusetts Institute of Technology (MA, PhD)Fitzwilliam College, CambridgeGonville and Caius College, CambridgeSt Catherine's College, Oxford",,,,,,,Bill Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761, (1955-12-24) 24 December 1955 (age 64)Munich[1],,,,James_H._Stock,,,Harvard University,Econometrics,,University of California-BerkeleyYale University,Thomas J. Rothenberg[2],Anna Mikusheva[3],Clive Granger,,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,"(1892-09-24)September 24, 1892Clarendon, Texas","June 7, 1975(1975-06-07) (aged 82)",,,"George_W._Stocking,_Sr.",,,University of Texas at Austin,Industrial organization,Institutionalism,Columbia UniversityUniversity of Texas at AustinClarendon College,Thorstein VeblenWesley Clair Mitchell,,,,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763," (1950-05-08) May 8, 1950 (age 70)United States",,,,Nancy_Stokey,,Robert Lucas,University of Chicago,Mathematical Economics,,"Harvard University (PhD) 
University of Pennsylvania (BA)",Kenneth Arrow[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,"(1913-08-30)30 August 1913London, England, United Kingdom","6 December 1991(1991-12-06) (aged 78)Cambridge, England, United Kingdom",,,Richard_Stone,,,Cambridge University,Economics,,Cambridge University,,James MirrleesAngus Deaton,James MeadeColin Clark,Nobel Memorial Prize in Economic Sciences (1984),British,"National accounts, input-output",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,"(1872-12-22)December 22, 1872Fishkill, New York, U.S.","October 16, 1928(1928-10-16) (aged 55)New York City, New York, U.S.",,,Benjamin_Strong,,,,,,,,,,,,,,Position established,,,,,,,,,George L. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,"July 30, 1958Allentown, Pennsylvania",,"Head of Global Investment Research, Goldman Sachs",,Steve_Strongin,,,,,,,,,,,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767, (1949-08-26) 26 August 1949 (age 70),,,,Robert_Sugden_(economist),,,"University of East Anglia, Norwich",Microeconomics,Cognitive & Behavioural Economics,"University of York, UK",,,"Harsanyi, Rawls, Smith, Hume, Mill, and Hayek",,United Kingdom,"welfare economics, social choice, decision theory, evolutionary social theory, regret theory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,"Lawrence Henry Summers (1954-11-30) November 30, 1954 (age 65)New Haven, Connecticut, U.S.",,,,Lawrence_Summers,,Victoria Perry (m. 1984⁠–⁠2003)Elisa New (m. 2005),,Macroeconomics,New Keynesian economics,,,"Alan Krueger, James R. Hines Jr.",,,,,,Stanley Fischer,,,,,,,An asset price approach to the analysis of capital income taxation (1982),,Michael Bruno,Democratic,,,.,,Diana FarrellJason Furman,,3,"Massachusetts Institute of Technology (SB)Harvard University (AM, PhD)",,,,,,,Barber ConableLewis Thompson Preston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,"(1840-10-30)October 30, 1840Paterson, New Jersey","April 12, 1910(1910-04-12) (aged 69)Englewood, New Jersey",,,William_Graham_Sumner,,,,,,,,,"Auguste Comte, Herbert Spencer, Social Darwinism",,,,,,Yale College,,,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,"Kate Claghorn, Albert Galloway Keller, Irving Fisher, Thorstein Veblen",Sociology,"Diffusion, folkways, ethnocentrism, social mores",,What the Social Classes Owe To Each Other (1883)Folkways (1906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,,,,Arun_Sundararajan,,,,,,University of RochesterIndian Institute of Technology Madras,,,,,Indian,,Network effectsDigital rights managementPrice discrimination,,,,,New York University,EconomicsInformation SystemsNetwork ScienceEconomy of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,"September 19, 2019Kensington, CA",,,Richard_Sutch,,,,,,Massachusetts Institute of TechnologyUniversity of Washington,Franco Modigliani,Martha Olney[1],,,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,"(1944-01-07)7 January 1944Tokoname, Aichi, Japan",15 January 2020(2020-01-15) (aged 76),,,Kotaro_Suzumura,,,Hitotsubashi University,,,Hitotsubashi University,,,,,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773," (1952-10-02) October 2, 1952 (age 67)Prague, Czechoslovakia",,,,Jan_%C5%A0vejnar,AmericanCzech,,,,,,,,,,,,,,,,,,Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,"November 18, 1947 (1947-11-18) (age 72)",,,,Lars_E._O._Svensson,,,Stockholm School of Economics,monetary economicsmonetary policyinternational finance,,Stockholm UniversityRoyal Institute of Technology,Lars Werin [sv],Torsten Persson,,,Swedish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775," (1939-09-15) 15 September 1939 (age 80)Mylapore, Madras Presidency, British India(present-day Tamil Nadu, India)",,"Politician, economist, statistician",,Subramanian_Swamy,,Roxna Swamy (m. 1966),,,,,,,,,,,,Rajaram Gopal Kulkarni,University of Delhi (BA)Indian Statistical Institute (MA)Harvard University (PhD),,Official Blog,,,,,Chandra Shekhar,Gurudas Kamat,Bharatiya Janata Party (2013–present),Bharatiya Jana Sangh (1974–1977)Janata Party (1977–2013),,,,,,"
Gitanjali Swamy
Suhasini Swamy Haidar
",,,,,,,,,,,,,,,,,,,,,,,,Mumbai North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,"(1918-01-14)14 January 1918Sydney, Australia",15 January 1989(1989-01-15) (aged 71),,,Trevor_Swan,,,Australian National University,Macroeconomics,,University of Sydney,,,,,Australian,Solow–Swan model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,"April 10, 1910New York City, New York, U.S.","February 27, 2004(2004-02-27) (aged 93)Larchmont, New York, U.S.",,,Paul_Sweezy,,,,Macroeconomics,Neo-Marxian economics[1],,,,"Karl Marx, Vladimir Lenin, Rosa Luxemburg, Michał Kalecki, Ladislaus Bortkiewicz, Joseph Schumpeter",,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,"Henry Kaufman Professor of the History of Financial Institutions and Markets, Professor of Economics, Chairman of the Museum of American Finance",,Richard_Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,"Edward Franciszek Szczepanik22 August 1915Suwałki, Poland","11 October 2005(2005-10-11) (aged 90)Worcestershire, England",,,Edward_Szczepanik,,,,,,,,,,,,,,Kazimierz Sabbat,,,,,,,,,Third Polish Republic,,,,,,,,,,,,,,,,Kazimierz SabbatRyszard Kaczorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780," (1966-11-11) November 11, 1966 (age 53)",,,,Alex_Tabarrok,,,George Mason University,,,George Mason University,,,,,Canadian American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781," (1956-01-26) January 26, 1956 (age 64)Torino, Italy",,,,Guido_Tabellini,,,Bocconi University,Political economics,Constitutional economics,"UCLA (Ph.D., 1984)University of Turin (Laurea, 1980)",David K. Levine,,,Yrjö Jahnsson Award (2001),Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,"(1919-07-22)22 July 1919Istanbul, Ottoman Empire","15 May 1998(1998-05-15) (aged 78)Istanbul, Turkey",,,Naim_Talu,,Gevher Talu,,,,,,,,,Turkish,,,Ferit Melen,Istanbul University,Economist,,,,,,Nihat Erim,Bülent Ecevit,,,,,,,,2,,,,,,,,Fahri Korutürk,,,,,,,,,,,,,,,,,,,,,"Zincirlikuyu Cemetery, Istanbul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,"(1859-12-28)December 28, 1859St. Louis, Missouri","November 11, 1940(1940-11-11) (aged 80)Cambridge, Massachusetts",,,Frank_William_Taussig,,,,International economics,,Harvard University,,,Charles F. Dunbar,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,"Richard Henry Tawney(1880-11-30)30 November 1880Calcutta, India","16 January 1962(1962-01-16) (aged 81)London, England",,,R.H._Tawney,,Jeanette Tawney (m. 1909),,,,,,,,,English,,,,"Balliol College, Oxford",,,London School of Economics,,,,,,Labour,,,,,,,,,,,,,,,,,,,,,,,The Acquisitive Society (1920)Religion and the Rise of Capitalism (1926)Equality (1931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economicshistory,,,,,,,,,,Harry Tawney,,,,,Economic history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian socialism,,,,,,,,,
785,"John Brian Taylor (1946-12-08) December 8, 1946 (age 73)Yonkers, New York, U.S.",,,,John_B._Taylor,,,,Monetary economics,New Keynesian economics,,Theodore Wilbur Anderson[1],Lawrence J. Christiano,Milton FriedmanPaul VolckerE. Philip HowreyAlan Greenspan,,,Taylor rule,,Timothy Geithner,,,,Stanford UniversityHoover Institution,,,,,Timothy D. Adams,Republican,,,,,,,,Princeton University (BA)Stanford University (PhD),,,,,,,George W. Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,,,"Professor, Dean",,Mark_P._Taylor,,,,,,University of OxfordUniversity of London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,,,,,Lester_G._Telser,,,University of ChicagoIowa State College,,,University of ChicagoRoosevelt University,Milton Friedman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788," (1945-09-12) September 12, 1945 (age 74)East Orange, New Jersey, U.S.",,,,Richard_Thaler,,France Leclerc,,,,,,,Daniel KahnemanHerbert A. Simon,Nobel Memorial Prize in Economic Sciences (2017),,,,,,,,Graduate School of Management at the University of Rochester (1974–1978)Johnson School of Management at Cornell University (1978–1995)Booth School of Business at the University of Chicago (1995–present),"Behavioral economics, Behavioral finance, Nudge theory",,The Value of Saving a Life: A Market Estimate (1974),,,,,,Sherwin Rosen,,,,3,"Case Western Reserve University (BA)University of Rochester (MA, PhD)",,,,,,,,,,,,,,,,,,,,,,,,George Loewenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,1947 (age 72–73),,,,Asher_Tishler,,,,,,"
Hebrew University (B.Sc.)
University of Pennsylvania (PhD)
",,,,,Israeli,,"Applied Microeconomics, Models of Research and Development, Energy Economics, Defense Economics",,,,,College of Management Academic Studies,"Economics, Econometrics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,"(1775-06-30)30 June 1775Cork, Ireland","28 March 1833(1833-03-28) (aged 57)Rosscarbery, County Cork, Ireland",,,William_Thompson_(philosopher),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern philosophy,Western philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791," (1967-10-17) October 17, 1967 (age 52)Rochester, New York [1]",,,,Christopher_Thornberg,,,,Economics,,"State University of New York at Buffalo (B.S.), 1989UCLA (Ph.D.), 1997[2]",,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,"(1783-06-24)24 June 1783Canarienhausen in present day Wangerland, Friesland",22 September 1850(1850-09-22) (aged 67)Tellow in present day Rostock,,,Johann_Heinrich_von_Th%C3%BCnen,,,,Economic theory,Classical economics,University of Rostock,,,,,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,"Richard Henry Timberlake, Jr.[1](1922-06-24)June 24, 1922Steubenville, Ohio, U.S.","May 22, 2020(2020-05-22) (aged 97)Georgia, U.S.",,,Richard_Timberlake,,,University of Georgia (1964–1990),Economics,Free Banking,"University of Chicago (Ph.D.), 1957",,,"Friedrich Hayek, Milton Friedman, Earl J. Hamilton",,United States,"Real bills doctrine as the origin of the Great Depression, free banking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,"(1903-04-12)April 12, 1903The Hague, Netherlands","June 9, 1994(1994-06-09) (aged 91)The Hague, Netherlands",,,Jan_Tinbergen,,,,,,Leiden University,,,Oskar R. Lange,Erasmus Prize (1967)Nobel Memorial Prize in Economic Sciences (1969),Netherlands,,First national macroeconomic model,,,,,Erasmus University,"Economics, Econometrics",,,,,,,,Paul Ehrenfest,Tjalling KoopmansHans van den DoelSupachai PanitchpakdiAshok Mitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
